id,source_numeric_id,source_id,topic,formula_id,answer,unit,style_index,generation_reason,question,explanation
TEG_NPF_faraday_001_00841,NPF_faraday_001,NPF_faraday_001,induction,faraday_emf_from_flux_change,0.5,V,3,missing_reference_cot,The magnetic flux changes from 0.02 Wb to 0.005 Wb in 0.03 s. Find the average induced emf.,"First identify the requested quantity as voltage (e). The usable values are magnetic flux = 0.02 Wb; magnetic flux = 0.005 Wb; time = 0.03 s. For this magnetic induction relation, the governing expression is |e| = |Delta Phi|/Delta t. Substituting the extracted values gives |e| = |Delta Phi|/Delta t; therefore the final value is 0.5 V."
TEG_DDT486_00843,NP_semantic_DDT486,DDT486,LC_oscillation,lc_max_current_from_voltage_capacitance_inductance,0.0379473,A,6,reference_explanation_quality_rejected,"An LC oscillator has L = 0.5 H, C = 20 uF, and maximum capacitor voltage U0 = 6 V. Calculate the maximum current.","Because the question is asking for current (I0), the solver does not use unrelated quantities. It keeps inductance = 0.5 H; capacitance = 20 uF; voltage = 6 V and applies I0 = U0 x sqrt(C/L). The verified computation is I0 = U0 x sqrt(C/L), so the reported result is 0.0379473 A."
TEG_NPF_ind_I_WL_002_00846,NPF_ind_I_WL_002,NPF_ind_I_WL_002,induction,inductor_current_from_energy_inductance,0.126491,A,2,missing_reference_cot,An inductor with inductance 0.3 H stores magnetic energy 2.4 mJ. What is the current?,"The problem context is preserved from the original question: An inductor with inductance 0.3 H stores magnetic energy 2.4 mJ. What is the current? The target is current (I). With inductance = 0.3 H; energy = 2.4 mJ, the verified relation I = sqrt(2W/L) is used. The calculator's substitution step is I = sqrt(2W/L), leading to 0.126491 A."
TEG_DDT455_00847,NP_semantic_DDT455,DDT455,LC_oscillation,lc_frequency_from_L_C,50.3292,Hz,6,duplicate_verified_golden_expanded_replaced_by_locked_trace,An LC oscillator has L = 0.1 H and C = 100 uF. Calculate the oscillation frequency.,"Because the question is asking for frequency (f), the solver does not use unrelated quantities. It keeps inductance = 0.1 H; capacitance = 100 uF and applies f = 1/(2 x pi x sqrt(LC)). The verified computation is f = 1/(2 x pi x sqrt(LC)), so the reported result is 50.3292 Hz."
TEG_NPF_power_I_PR_000_00848,NPF_power_I_PR_000,NPF_power_I_PR_000,circuit_power,current_from_power_resistance,3,A,6,missing_reference_cot,A resistor dissipates 72 W while its resistance is 8 ohm. What current flows through it?,"Because the question is asking for current (I), the solver does not use unrelated quantities. It keeps power = 72 W; resistance = 8 ohm and applies I = sqrt(P/R). The verified computation is I = sqrt(P/R), so the reported result is 3 A."
TEG_NPF_cap_series_002_00849,NPF_cap_series_002,NPF_cap_series_002,capacitor,capacitance_series,1.2,uF,0,missing_reference_cot,Two capacitors of 2 uF and 3 uF are connected in series. Find the equivalent capacitance.,"The question asks for capacitance (C_eq), so the locked solver treats it as a capacitor relation. The extracted data are capacitance = 2 uF; capacitance = 3 uF. Using 1/C_eq = sum(1/C_i), the calculator evaluates 1/C_eq = sum(1/C_i). After applying the requested output unit, the result is 1.2 uF."
TEG_DDT486_00850,NP_AUG_00433_NP_semantic_DDT486,DDT486,LC_oscillation,lc_max_current_from_voltage_capacitance_inductance,0.0379473,A,2,reference_explanation_quality_rejected,"In an ideal LC oscillator, the capacitor reaches 6.0 V with C = 20.0 uF and L = 0.5 H. Calculate I max.","The problem context is preserved from the original question: In an ideal LC oscillator, the capacitor reaches 6.0 V with C = 20.0 uF and L = 0.5 H. Calculate I max. The target is current (I0). With inductance = 0.5 H; capacitance = 20.0 uF; voltage = 6.0 V, the verified relation I0 = U0 x sqrt(C/L) is used. The calculator's substitution step is I0 = U0 x sqrt(C/L), leading to 0.0379473 A."
TEG_CH031_00852,NP_AUG_00475_NP_semantic_CH031,CH031,LC_oscillation,lc_frequency_from_L_C,39.7887,Hz,5,reference_explanation_quality_rejected,"For an LC oscillator with L = 2.0 H and C = 8.0 uF, calculate the frequency.","Reading the question literally, the known values are inductance = 2.0 H; capacitance = 8.0 uF. Those values are sufficient for frequency (f) because the governing relation is f = 1/(2 x pi x sqrt(LC)). Carrying out the calculator step f = 1/(2 x pi x sqrt(LC)) gives 39.7887 Hz."
TEG_THCB124_00857,NP_AUG_00706_NP_semantic_THCB124,THCB124,measurement_error,relative_error_from_absolute,2,%,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,"For a measurement of 5.0 V with error 0.10 V, calculate relative error in percent.","Reading the question literally, the known values are given 1 = 5.0 V. Those values are sufficient for relative error (relative_error) because the governing relation is relative error = Delta x/x x 100%. Carrying out the calculator step relative error = Delta x/x x 100% gives 2 %."
TEG_NPF_force_right_004_00858,NPF_force_right_004,NPF_force_right_004,electrostatics_force,coulomb_force_right_angle_equal_charges,4.58205e-05,N,5,missing_reference_cot,Three equal charges of 3 nC occupy the corners of a right isosceles triangle. The charge at the right-angle corner is 5 cm from each of the other two charges. Find the net force on it.,"Reading the question literally, the known values are charge = 3 nC; distance = 5 cm. Those values are sufficient for force (F) because the governing relation is F_net = sqrt(2) x k x q^2/r^2. Carrying out the calculator step F_net = sqrt(2) x k x q^2/r^2 gives 4.58205e-05 N."
TEG_DDT455_00859,NP_AUG_00527_NP_semantic_DDT455,DDT455,LC_oscillation,lc_frequency_from_L_C,50.3292,Hz,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,A lossless LC tank uses 0.1 H and 100.0 uF. What is its frequency?,"The wording describes this situation: A lossless LC tank uses 0.1 H and 100.0 uF. What is its frequency? The relevant quantities are inductance = 0.1 H; capacitance = 100.0 uF, and the relation is f = 1/(2 x pi x sqrt(LC)). Evaluating that relation for the extracted values gives 50.3292 Hz."
TEG_DDT342_00861,NP_semantic_DDT342,DDT342,circuit_resistance,current_from_voltage_resistance,2,A,2,reference_explanation_quality_rejected,"An RLC series circuit has an impedance Z = 45 ohm, and a voltage U = 90 V is applied across it. Calculate the RMS current.","The problem context is preserved from the original question: An RLC series circuit has an impedance Z = 45 ohm, and a voltage U = 90 V is applied across it. Calculate the RMS current. The target is current (I). With resistance = 45 ohm; voltage = 90 V, the verified relation I = U/R is used. The calculator's substitution step is I = U/R, leading to 2 A."
TEG_DT161_00862,NP_AUG_00613_NP_semantic_DT161,DT161,electrostatics_force,force_from_charge_field,6.3e-05,N,6,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force does a field 21000.0 V/m exert on a charge 3.0 nC?,"Because the question is asking for force (F), the solver does not use unrelated quantities. It keeps charge = 3.0 nC; electric field = 21000.0 V/m and applies F = |q|E. The verified computation is F = |q|E, so the reported result is 6.3e-05 N."
TEG_CH170_00864,NP_semantic_CH170,CH170,circuit_power,power_from_voltage_resistance,180,W,7,reference_explanation_quality_rejected,"An RMS voltage U = 120 V is applied to a series RLC circuit with R = 80 ohm, which is currently at resonance. Calculate the maximum power dissipated Pmax.","The calculation follows directly from the locked formula P = U^2/R. After reading voltage = 120 V; resistance = 80 ohm from the question, the calculator performs P = U^2/R. This matches the requested power (P), so the final answer is 180 W."
TEG_CH008_00865,NP_semantic_CH008,CH008,circuit_resistance,resistance_from_resonance_impedance,32,ohm,1,reference_explanation_quality_rejected,"In an RLC circuit at resonance, the maximum current is measured, and the total impedance is 32 ohm. What is the pure resistance R?","The wording describes this situation: In an RLC circuit at resonance, the maximum current is measured, and the total impedance is 32 ohm. What is the pure resistance R? The relevant quantities are resistance = 32 ohm, and the relation is At resonance, R = Z. Evaluating that relation for the extracted values gives 32 ohm."
TEG_DT124_00866,NP_AUG_00175_NP_semantic_DT124,DT124,electrostatics_field,electric_field_point_charge_or_superposition,32400,V/m,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge of 9.0 nC is observed from a distance of 5.0 cm. Calculate the electric field magnitude.,"Reading the question literally, the known values are charge = 9.0 nC; distance = 5.0 cm. Those values are sufficient for electric field (E) because the governing relation is E = k x |q|/r^2. Carrying out the calculator step E = k x |q|/r^2 gives 32400 V/m."
TEG_CH401_00869,NP_AUG_00401_NP_semantic_CH401,CH401,LC_oscillation,lc_frequency_from_L_C,112.54,Hz,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,A lossless LC tank uses 0.05 H and 40.0 uF. What is its frequency?,"The wording describes this situation: A lossless LC tank uses 0.05 H and 40.0 uF. What is its frequency? The relevant quantities are inductance = 0.05 H; capacitance = 40.0 uF, and the relation is f = 1/(2 x pi x sqrt(LC)). Evaluating that relation for the extracted values gives 112.54 Hz."
TEG_LD411_00870,NP_AUG_00081_NP_semantic_LD411,LD411,electrostatics_force,coulomb_force_two_charges,6.66667,N,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force acts between two charges 1.0 uC and 6.0 uC placed 9.0 cm apart?,"First identify the requested quantity as force (F). The usable values are charge = 1.0 uC; charge = 6.0 uC; distance = 9.0 cm. For this Coulomb-force relation, the governing expression is F = k x |q1 x q2|/r^2. Substituting the extracted values gives F = k x |q1 x q2|/r^2; therefore the final value is 6.66667 N."
TEG_THCB191_00871,NP_semantic_THCB191,THCB191,circuit_power,power_from_voltage_resistance,5.4,W,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,A resistor R = 15 ohm is connected across a voltage U = 9 V. Calculate the electric power dissipated by the resistor.,"Reading the question literally, the known values are resistance = 15 ohm; voltage = 9 V. Those values are sufficient for power (P) because the governing relation is P = U^2/R. Carrying out the calculator step P = U^2/R gives 5.4 W."
TEG_THCB086_00873,NP_AUG_00746_NP_semantic_THCB086,THCB086,measurement_error,relative_error_from_absolute,0.8,%,6,reference_explanation_quality_rejected,"If the reading is 25.0 cm and its error is 0.2 cm, what is the relative error?","Because the question is asking for relative error (relative_error), the solver does not use unrelated quantities. It keeps given 1 = 25.0 cm and applies relative error = Delta x/x x 100%. The verified computation is relative error = Delta x/x x 100%, so the reported result is 0.8 %."
TEG_NL423_00874,NP_AUG_00285_NP_semantic_NL423,NL423,induction,inductor_energy_from_L_I,600,mJ,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the energy in a coil with inductance 0.3 H and current 2.0 A.,"The problem context is preserved from the original question: Find the energy in a coil with inductance 0.3 H and current 2.0 A. The target is energy (W). With inductance = 0.3 H; current = 2.0 A, the verified relation W = 0.5 x L x I^2 is used. The calculator's substitution step is W = 0.5 x L x I^2, leading to 600 mJ."
TEG_CH184_00875,NP_semantic_CH184,CH184,circuit_resistance,resistance_from_resonance_impedance,80,ohm,2,reference_explanation_quality_rejected,What is the total impedance Z of a series RLC circuit with R = 80 ohm at resonance?,"The problem context is preserved from the original question: What is the total impedance Z of a series RLC circuit with R = 80 ohm at resonance? The target is resistance (R). With resistance = 80 ohm, the verified relation At resonance, R = Z is used. The calculator's substitution step is At resonance, R = Z, leading to 80 ohm."
TEG_CH032_00876,NP_AUG_00049_NP_official_text_csv_CH032,CH032,LC_oscillation,lc_frequency_from_L_C,159.155,Hz,7,duplicate_official_text_replaced_by_locked_trace,An ideal LC circuit contains an inductor of 0.01 H and a capacitor of 100 uF. Find the frequency.,"The calculation follows directly from the locked formula f = 1/(2 x pi x sqrt(LC)). After reading capacitance = 100 uF; inductance = 0.01 H from the question, the calculator performs f = 1/(2 x pi x sqrt(LC)). This matches the requested frequency (frequency), so the final answer is 159.155 Hz."
TEG_NPF_wire_R_002_00877,NPF_wire_R_002,NPF_wire_R_002,circuit_resistance,wire_resistance_from_resistivity_length_area,0.07,ohm,6,missing_reference_cot,"A uniform wire has resistivity 2.8e-08 ohm m, length 5 m, and cross-sectional area 2e-06 m2. Calculate its resistance.","Because the question is asking for resistance (R), the solver does not use unrelated quantities. It keeps resistivity = 2.8e-08 ohm m; distance = 5 m; area = 2e-06 m2 and applies R = rho x l/S. The verified computation is R = rho x l/S, so the reported result is 0.07 ohm."
TEG_NL423_00878,NP_semantic_NL423,NL423,induction,inductor_energy_from_L_I,600,mJ,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,An inductor with inductance L = 0.3 H carries a current I = 2 A. Calculate the magnetic field energy in mJ.,"The problem context is preserved from the original question: An inductor with inductance L = 0.3 H carries a current I = 2 A. Calculate the magnetic field energy in mJ. The target is energy (W). With inductance = 0.3 H; current = 2 A, the verified relation W = 0.5 x L x I^2 is used. The calculator's substitution step is W = 0.5 x L x I^2, leading to 600 mJ."
